ID,Group,file_name,session_file_name,session_uuid,time_to_triage_scene,time_to_last_hemorrhage_controlled,time_to_hemorrhage_control_per_patient,mean_percentage_tag_correct,over_triage_error_rate,under_triage_error_rate,critical_triage_error_rate,encounter_layout
Responder 131,Paramedic,First responder master registry v2.0/23.04.20.1343.csv,23.04.20.1343.csv,dd46bfb4-d2df-4b1c-923f-5f3568a14f29,616797,447354,9121.5,72.72727273,0,20.0,0,First 11
Responder 132,EMT-Basic,First responder master registry v2.0/23.04.20.1405.csv,23.04.20.1405.csv,2bc11b9d-374b-4ab7-9d87-967931962fe8,454869,294741,5188.5,81.81818182,9,9.1,0,First 11
Responder 133,Paramedic,First responder master registry v2.0/23.04.21.0818.csv,23.04.21.0818.csv,ee42b183-00b2-4bb9-89b9-0b38b73e69eb,469537,354575,15625.75,90.90909091,0,0.0,0,First 11
Responder 134,Paramedic,First responder master registry v2.0/23.04.21.0836.csv,23.04.21.0836.csv,736e625b-bb07-452c-9302-b37bb27cbf43,412659,388356,6068.5,72.72727273,9,18.2,0,First 11
Responder 135,Paramedic,First responder master registry v2.0/23.04.21.0849.csv,23.04.21.0849.csv,6925e2d8-3f2b-443d-8e59-7bac6684464d,352698,226159,10336.5,100.00000000,0,0.0,0,First 11
Responder 136,Paramedic,First responder master registry v2.0/23.04.21.0900.csv,23.04.21.0900.csv,3ce991bc-a2d1-46fd-a3a4-d3611e946ed7,492464,373406,16297.25,100.00000000,0,0.0,0,First 11
Responder 137,Paramedic,First responder master registry v2.0/23.04.21.0927.csv,23.04.21.0927.csv,87efcdf5-9090-4fa5-afac-25c778924e9a,433207,312972,13244.5,81.81818182,0,9.1,9,First 11
Responder 138,Paramedic,First responder master registry v2.0/23.04.21.0940.csv,23.04.21.0940.csv,f68ce2b4-67dc-4829-89fc-cfe478391148,489748,391352,12862.25,90.90909091,9,0.0,0,First 11
Responder 139,Paramedic,First responder master registry v2.0/23.04.21.1006.csv,23.04.21.1006.csv,cf953248-e6cf-4544-95ce-4843d0f56f10,495644,288084,16203.75,72.72727273,0,27.3,0,First 11
Responder 140,Paramedic,First responder master registry v2.0/23.04.21.1023.csv,23.04.21.1023.csv,cc6ad812-608f-4fc3-bae6-f837aaa056c0,280593,203280,10872.0,72.72727273,9,18.2,0,First 11
Responder 141,Paramedic,First responder master registry v2.0/23.04.21.1033.csv,23.04.21.1033.csv,7a1065f6-1a05-4d2b-bf14-73cafdb9ce4b,340791,305352,10878.25,81.81818182,1e+01,0.0,0,First 11
Responder 142,Paramedic,First responder master registry v2.0/23.04.21.1044.csv,23.04.21.1044.csv,313259a4-162f-44f6-8479-92e4554a1464,464331,270436,5732.0,90.90909091,9,0.0,0,First 11
Responder 143,Paramedic,First responder master registry v2.0/23.04.21.1058.csv,23.04.21.1058.csv,3435501b-192a-457f-9763-7985f7975784,503491,422495,19689.25,90.90909091,9,0.0,0,First 11
Responder 144,Paramedic,First responder master registry v2.0/23.04.21.1115.csv,23.04.21.1115.csv,8b5e760a-1f1a-4a28-bd8f-768bc5f216c6,453895,371905,9846.75,63.63636364,2e+01,18.2,0,First 11
Responder 145,Paramedic,First responder master registry v2.0/23.04.21.1139.csv,23.04.21.1139.csv,6909d3b6-a43a-4d26-8c83-9bd8a5ea569f,392917,309155,18757.0,72.72727273,2e+01,0.0,0,First 11
Responder 146,EMT-Basic,First responder master registry v2.0/23.04.21.1154.csv,23.04.21.1154.csv,efed5e1c-4427-47df-8e3f-9e4714880169,352911,291526,9050.25,81.81818182,9,9.1,0,First 11
Responder 147,Paramedic,First responder master registry v2.0/23.04.21.1207.csv,23.04.21.1207.csv,60d42fe6-f30b-4eab-ba01-644dde714e4d,480888,326489,7751.75,90.90909091,0,9.1,0,First 11
Responder 148,Paramedic,First responder master registry v2.0/23.04.21.1225.csv,23.04.21.1225.csv,3bac8365-232a-4be0-a551-c5214b9f0706,456997,263641,13662.5,81.81818182,0,9.1,9,First 11
Responder 149,Paramedic,First responder master registry v2.0/23.04.21.1242.csv,23.04.21.1242.csv,45118b95-412c-4a2d-9373-8f7da3428ca8,551816,359317,20125.0,63.63636364,2e+01,18.2,0,First 11
Responder 150,Paramedic,First responder master registry v2.0/23.04.25.0934.csv,23.04.25.0934.csv,61dba1bb-2326-48f9-968f-9e0e4c867eee,430121,413781,24260.25,90.90909091,0,9.1,0,First 11
Responder 151,Paramedic,First responder master registry v2.0/23.04.25.0956.csv,23.04.25.0956.csv,89ec8f32-0018-48e7-8cad-c86bd73257f2,359015,247356,14780.0,72.72727273,2e+01,9.1,0,First 11
Responder 152,Paramedic,First responder master registry v2.0/23.04.25.1013.csv,23.04.25.1013.csv,16359508-f91b-4f85-baeb-dade7d574a61,347985,284818,8955.0,90.90909091,0,9.1,0,First 11
Responder 153,EMT-Basic,First responder master registry v2.0/23.04.25.1031.csv,23.04.25.1031.csv,84282ed0-0e63-44e0-8b39-5156e3c868d0,628952,523505,10424.5,45.45454545,3e+01,18.2,9,First 11
Responder 154,Paramedic,First responder master registry v2.0/23.04.25.1105.csv,23.04.25.1105.csv,ee694b2c-dad2-4b9a-acc9-4e025e1b299b,402915,375140,17875.25,63.63636364,1e+01,11.1,0,First 11
Responder 155,Paramedic,First responder master registry v2.0/23.04.25.1132.csv,23.04.25.1132.csv,33f3d2d4-49b4-43cf-80d4-cd7d5993aca4,475707,347878,16820.0,81.81818182,2e+01,0.0,0,First 11
Responder 156,Paramedic,First responder master registry v2.0/23.04.25.1231.csv,23.04.25.1231.csv,dcd4a197-ba73-4d2f-a2aa-8ff3206219b9,323610,228179,9652.25,63.63636364,1e+01,10.0,1e+01,First 11
Responder 157,Paramedic,First responder master registry v2.0/23.04.25.1254.csv,23.04.25.1254.csv,2d511693-6144-45ee-89df-aba0ca629c84,342682,227439,6852.75,81.81818182,0,9.1,9,First 11
Responder 158,Paramedic,First responder master registry v2.0/23.04.25.1322.csv,23.04.25.1322.csv,89f0e2ad-384b-4ef0-ab96-d865521f88ce,476677,323761,10815.0,63.63636364,9,18.2,9,First 11
Responder 159,Paramedic,First responder master registry v2.0/23.04.25.1342.csv,23.04.25.1342.csv,eecb1d19-1d05-4725-9289-eb02d601cdf3,577754,439108,9447.0,90.90909091,9,0.0,0,First 11
Responder 160,Paramedic,First responder master registry v2.0/23.04.25.1403.csv,23.04.25.1403.csv,21b0f09b-03b4-4af8-ac65-11ab1e5458d8,312598,212915,38596.5,63.63636364,3e+01,0.0,9,First 11
Responder 161,Paramedic,First responder master registry v2.0/23.05.09.0810.csv,23.05.09.0810.csv,9d142377-69d6-4622-958d-a29a6a0a0d21,419684,336348,10021.0,72.72727273,3e+01,0.0,0,First 11
Responder 162,Paramedic,First responder master registry v2.0/23.05.09.0841.csv,23.05.09.0841.csv,5aca0157-02d0-4409-a4fe-f64d03fd34a1,342471,244457,9048.25,100.00000000,0,0.0,0,First 11
Responder 163,Paramedic,First responder master registry v2.0/23.05.09.0853.csv,23.05.09.0853.csv,8f6097ce-795d-483a-a811-e6a5423bc59d,714358,562224,46258.75,54.54545455,1e+01,30.0,0,First 11
Responder 164,Paramedic,First responder master registry v2.0/23.05.09.0913.csv,23.05.09.0913.csv,d0e616ae-5458-42c9-a013-55b8f3b51b06,337336,242309,17441.75,90.90909091,0,9.1,0,First 11
Responder 165,Paramedic,First responder master registry v2.0/23.05.09.0927.csv,23.05.09.0927.csv,992d4672-7993-44ba-890c-0d8605ccefdd,403952,314612,13869.75,81.81818182,2e+01,0.0,0,First 11
Responder 166,Paramedic,First responder master registry v2.0/23.05.09.0942.csv,23.05.09.0942.csv,d347b967-5e20-4527-95dd-3a0fdf73af1d,511927,313360,111547.25,81.81818182,2e+01,0.0,0,First 11
Responder 167,Paramedic,First responder master registry v2.0/23.05.09.0959.csv,23.05.09.0959.csv,ff97fc56-c803-4aa7-b419-35e0ac17d0b3,339859,202591,9571.75,100.00000000,0,0.0,0,First 11
Responder 168,Paramedic,First responder master registry v2.0/23.05.09.1012.csv,23.05.09.1012.csv,52e2653e-2230-4d8a-929b-e2a12dcb56c4,456807,339444,16394.25,27.27272727,4e+01,0.0,2e+01,First 11
Responder 169,EMT-Basic,First responder master registry v2.0/23.05.09.1028.csv,23.05.09.1028.csv,cdc7b0ec-a883-4705-9b55-b618d429808e,428909,135046,10596.0,81.81818182,0,9.1,9,First 11
Responder 170,Paramedic,First responder master registry v2.0/23.05.09.1042.csv,23.05.09.1042.csv,d66b46ee-9057-43d6-8108-179b83820a37,317522,246570,9925.0,81.81818182,0,10.0,0,First 11
Responder 171,EMT-Basic,First responder master registry v2.0/23.05.09.1057.csv,23.05.09.1057.csv,868cbf3b-f04a-4e1a-a207-95881d529378,379477,253577,13251.75,90.90909091,0,9.1,0,First 11
Responder 172,Paramedic,First responder master registry v2.0/23.05.09.1112.csv,23.05.09.1112.csv,7dacebd5-f16e-4faa-8a00-f738b7d04e3b,495581,371888,18262.75,72.72727273,9,9.1,9,First 11
Responder 173,Paramedic,First responder master registry v2.0/23.05.10.1008.csv,23.05.10.1008.csv,2df4352b-22b9-4a9f-9c2c-6031978251e1,489653,252834,13294.5,81.81818182,9,9.1,0,First 11
Responder 174,Paramedic,First responder master registry v2.0/23.05.10.1024.csv,23.05.10.1024.csv,d06f4054-097a-46ef-a88e-69665bf42389,355764,197533,7069.75,81.81818182,0,10.0,0,First 11
Responder 175,Paramedic,First responder master registry v2.0/23.05.10.1040.csv,23.05.10.1040.csv,741e494b-63ff-4ea2-ad88-657f2276045d,525535,357763,15008.0,63.63636364,0,27.3,9,First 11
Responder 176,Paramedic,First responder master registry v2.0/23.05.10.1105.csv,23.05.10.1105.csv,a1cb9dd5-e62b-4085-99d8-688e0a3856ee,397968,293116,18936.0,63.63636364,0,36.4,0,First 11
Responder 177,Paramedic,First responder master registry v2.0/23.05.10.1120.csv,23.05.10.1120.csv,d2c676e2-fddc-4872-9a26-b621d6585df9,402952,315251,38635.5,100.00000000,0,0.0,0,First 11
Responder 178,Paramedic,First responder master registry v2.0/23.05.10.1140.csv,23.05.10.1140.csv,b0a0d36e-4fb8-43b7-a966-d730e1130945,371702,308771,17245.0,72.72727273,2e+01,0.0,9,First 11
Responder 179,EMT-Basic,First responder master registry v2.0/23.05.10.1159.csv,23.05.10.1159.csv,d81f6dfd-3151-415f-a354-541240e7fbae,791540,559065,54415.75,90.90909091,9,0.0,0,First 11
Responder 180,Paramedic,First responder master registry v2.0/23.05.11.0851.csv,23.05.11.0851.csv,6774cf2a-7728-4387-8788-934246a1e906,628403,386862,43496.5,72.72727273,9,9.1,9,First 11
Responder 181,Paramedic,First responder master registry v2.0/23.05.11.0910.csv,23.05.11.0910.csv,e2ddf563-3583-404c-917a-8eb7bec38471,390906,201204,11404.75,72.72727273,1e+01,10.0,0,First 11
Responder 182,Paramedic,First responder master registry v2.0/23.05.11.0953.csv,23.05.11.0953.csv,25309ebf-8ca2-4678-af43-2d4030eb1c5d,643123,373773,22343.0,90.90909091,9,0.0,0,First 11
Responder 183,Paramedic,First responder master registry v2.0/23.05.11.1018.csv,23.05.11.1018.csv,c12f8355-5a14-4ccc-bde4-d8038cae9220,384114,228332,38364.75,90.90909091,9,0.0,0,First 11
Responder 184,Paramedic,First responder master registry v2.0/23.05.11.1031.csv,23.05.11.1031.csv,8581c1f8-a4e8-4245-ac73-2bd671237001,340440,199873,4390.5,81.81818182,0,18.2,0,First 11
Responder 185,EMT-Basic,First responder master registry v2.0/23.05.11.1045.csv,23.05.11.1045.csv,4226ad6c-bb0a-4df0-8c4a-64c312927578,361967,265157,18125.25,72.72727273,1e+01,10.0,0,First 11
Responder 186,Paramedic,First responder master registry v2.0/23.05.11.1121.csv,23.05.11.1121.csv,1e7d274d-f393-4888-9f28-4de53b0260e3,442994,340735,20782.0,72.72727273,0,10.0,1e+01,First 11
Responder 187,Paramedic,First responder master registry v2.0/23.05.11.1200.csv,23.05.11.1200.csv,cc319a3d-a27d-44a2-a594-ff5cecd9ee9a,470620,308445,18872.0,63.63636364,2e+01,0.0,2e+01,First 11
Responder 188,Paramedic,First responder master registry v2.0/23.05.31.0826.csv,23.05.31.0826.csv,97401484-055e-4590-9a11-7d911c42564b,355260,201628,7736.75,81.81818182,9,0.0,9,First 11
Responder 189,Paramedic,First responder master registry v2.0/23.05.31.0845.csv,23.05.31.0845.csv,f80ef1e8-e0d1-4106-9f18-4024ff911e22,376258,347315,11954.25,81.81818182,0,9.1,9,First 11
Responder 190,Paramedic,First responder master registry v2.0/23.05.31.0902.csv,23.05.31.0902.csv,9179223d-a6e0-4612-8200-40f30d05c11e,305139,225603,9298.0,63.63636364,0,30.0,0,First 11
Responder 191,Paramedic,First responder master registry v2.0/23.05.31.0915.csv,23.05.31.0915.csv,14a344df-eee2-4fd1-b182-e3cdacd9026c,527446,395502,14483.25,90.90909091,9,0.0,0,First 11
Responder 192,Paramedic,First responder master registry v2.0/23.05.31.0932.csv,23.05.31.0932.csv,f0a4acff-b70a-4577-a27e-df492cb9638d,244401,178378,8538.75,90.90909091,9,0.0,0,First 11
Responder 193,Paramedic,First responder master registry v2.0/23.05.31.0945.csv,23.05.31.0945.csv,e96d123b-455b-4335-9278-988ff9ba8ecf,366120,173682,10833.75,72.72727273,9,9.1,9,First 11
Responder 194,Paramedic,First responder master registry v2.0/23.05.31.1020.csv,23.05.31.1020.csv,deecd930-56c6-4679-87d8-7d6627631934,296631,136544,3980.75,81.81818182,2e+01,0.0,0,First 11
Responder 195,Paramedic,First responder master registry v2.0/23.05.31.1034.csv,23.05.31.1034.csv,d605640c-fde5-412f-8d33-b9b2744172ab,368322,289139,6950.0,81.81818182,9,9.1,0,First 11
Responder 196,Paramedic,First responder master registry v2.0/23.05.31.1049.csv,23.05.31.1049.csv,c51a263e-fca1-4d93-929a-2c644cc441c6,324733,189839,8191.0,90.90909091,0,9.1,0,First 11
Responder 197,Paramedic,First responder master registry v2.0/23.06.07.0837.csv,23.06.07.0837.csv,e072d31f-2592-4c7e-8709-3db1e111240c,569513,353617,6765.0,81.81818182,9,0.0,9,First 11
Responder 198,Paramedic,First responder master registry v2.0/23.06.07.0856.csv,23.06.07.0856.csv,8ceb28a3-e268-4930-a1c6-84cac4f6239c,334646,182558,8744.25,72.72727273,0,18.2,9,First 11
Responder 199,Paramedic,First responder master registry v2.0/23.06.07.0909.csv,23.06.07.0909.csv,81d7c616-7896-4e0a-9cfc-155590686377,427079,294468,4415.0,90.90909091,0,9.1,0,First 11
Responder 200,Paramedic,First responder master registry v2.0/23.06.07.0923.csv,23.06.07.0923.csv,b440a9ce-e511-43e3-bc20-c9b2bed11005,426987,320829,11566.5,81.81818182,2e+01,0.0,0,First 11
Responder 201,Paramedic,First responder master registry v2.0/23.06.07.0937.csv,23.06.07.0937.csv,7f639dc1-fce0-4aa9-b76a-c355894d05ed,523799,287726,17887.75,72.72727273,2e+01,9.1,0,First 11
Responder 202,Paramedic,First responder master registry v2.0/23.06.07.0953.csv,23.06.07.0953.csv,c993d63e-166e-45fa-9cb3-07908a234428,362342,245606,7113.75,100.00000000,0,0.0,0,First 11
Responder 203,Paramedic,First responder master registry v2.0/23.06.07.1010.csv,23.06.07.1010.csv,51f8d40c-9550-4ef1-a71c-e030c0a08f29,322891,257246,8905.5,100.00000000,0,0.0,0,First 11
Responder 204,Paramedic,First responder master registry v2.0/23.06.07.1026.csv,23.06.07.1026.csv,04882754-51a0-4e5b-9617-b200e3609116,497774,467516,19737.0,90.90909091,9,0.0,0,First 11
Responder 205,Paramedic,First responder master registry v2.0/23.06.07.1044.csv,23.06.07.1044.csv,9fac5a9d-0f55-4473-9744-f7100561354f,464863,329595,17278.0,72.72727273,9,9.1,9,First 11
Responder 206,Paramedic,First responder master registry v2.0/23.06.23.0941.csv,23.06.23.0941.csv,e0b7bea0-1cf9-42a8-a02c-e8699a962779,353868,220576,11252.5,72.72727273,0,20.0,0,First 11
Responder 207,Paramedic,First responder master registry v2.0/23.06.23.0957.csv,23.06.23.0957.csv,7de52180-d823-4f9e-9003-aeab8139970b,310490,282695,11764.5,81.81818182,0,9.1,9,First 11
Responder 208,Paramedic,First responder master registry v2.0/23.06.23.1011.csv,23.06.23.1011.csv,a118a19a-0126-48ea-9d7b-7762f8e99926,380304,278574,45331.5,100.00000000,0,0.0,0,First 11
Responder 209,Paramedic,First responder master registry v2.0/23.06.23.1024.csv,23.06.23.1024.csv,3459b742-650d-4c82-bb7b-db84a843cc66,445714,320543,5208.25,81.81818182,9,9.1,0,First 11
Responder 210,Paramedic,First responder master registry v2.0/23.06.23.1038.csv,23.06.23.1038.csv,2d920452-cfa3-41f4-95de-36b62a023900,409283,236283,11907.75,100.00000000,0,0.0,0,First 11
Responder 211,EMT-Basic,First responder master registry v2.0/23.06.23.1054.csv,23.06.23.1054.csv,0b41cfdc-0891-4d1d-91ea-ac86fa54a34c,409248,221889,13990.0,72.72727273,2e+01,0.0,9,First 11
Responder 212,Paramedic,First responder master registry v2.0/23.06.23.1106.csv,23.06.23.1106.csv,926de73a-7764-4409-920e-b2416cb57f9b,399736,222450,9439.75,72.72727273,1e+01,10.0,0,First 11
Responder 213,Paramedic,First responder master registry v2.0/23.07.25.0847.csv,23.07.25.0847.csv,55dcba1c-2bfc-4028-984d-5c288c8b7265,466776,328257,47943.0,72.72727273,1e+01,0.0,1e+01,First 11
Responder 214,Paramedic,First responder master registry v2.0/23.07.25.0916.csv,23.07.25.0916.csv,d8fe95a5-c1fb-4239-8b42-12d28c35e111,437349,241982,11795.0,90.90909091,9,0.0,0,First 11
Responder 215,Paramedic,First responder master registry v2.0/23.07.25.1029.csv,23.07.25.1029.csv,f807c3e2-6cc7-4670-8488-4dd13431cc15,505411,338096,17511.0,81.81818182,9,0.0,9,First 11
Responder 216,Paramedic,First responder master registry v2.0/23.07.25.1206.csv,23.07.25.1206.csv,1507bc88-8d4c-4c1c-9291-210f790c96e3,531588,382274,13952.5,45.45454545,0,37.5,0,First 11
Responder 217,Paramedic,First responder master registry v2.0/23.07.25.1231.csv,23.07.25.1231.csv,d1445846-942b-422f-86ae-8b2a0b6133a8,391601,318202,7507.25,100.00000000,0,0.0,0,First 11
Responder 218,Paramedic,First responder master registry v2.0/23.07.25.1351.csv,23.07.25.1351.csv,251a4532-ff1f-4182-91ce-4215786a339a,474411,284910,8589.5,90.90909091,0,0.0,9,First 11
Responder 219,Paramedic,First responder master registry v2.0/23.07.25.1432.csv,23.07.25.1432.csv,d58c859d-d4b5-4213-88d7-df5c168fa646,539928,337374,31145.25,72.72727273,9,9.1,9,First 11
Responder 220,Paramedic,First responder master registry v2.0/23.07.25.1454.csv,23.07.25.1454.csv,6816890d-3882-41a2-ac2a-e6c4171d2da2,423764,227997,12791.25,90.90909091,9,0.0,0,First 11
Responder 221,Paramedic,First responder master registry v2.0/23.07.26.0740.csv,23.07.26.0740.csv,15bb887b-b5ae-49a5-8a23-f2ac7808f11f,454027,301211,14690.0,81.81818182,9,9.1,0,First 11
Responder 222,EMT-Basic,First responder master registry v2.0/23.07.26.0813.csv,23.07.26.0813.csv,73df0a9b-795b-41e2-97a0-6079fb7ca739,439544,183974,5572.75,90.90909091,0,9.1,0,First 11
Responder 223,Paramedic,First responder master registry v2.0/23.07.26.0950.csv,23.07.26.0950.csv,17b80e0f-9afe-497f-b3a3-0549c14a4ba9,475638,298815,69982.0,81.81818182,2e+01,0.0,0,First 11
Responder 224,Paramedic,First responder master registry v2.0/23.07.26.1007.csv,23.07.26.1007.csv,ccfca520-5965-40d9-9a19-f0a19d208fdc,325872,203322,7455.5,72.72727273,2e+01,0.0,0,First 11
Responder 225,Paramedic,First responder master registry v2.0/23.07.26.1025.csv,23.07.26.1025.csv,77c15654-dbf5-46da-8e84-fe418cdf1c59,435366,237227,10374.25,72.72727273,0,18.2,9,First 11
Responder 226,Paramedic,First responder master registry v2.0/23.07.26.1220.csv,23.07.26.1220.csv,18bfbc11-3c60-4c89-94cc-ac8fea028318,436906,278750,10518.75,63.63636364,9,18.2,9,First 11
Responder 227,Paramedic,First responder master registry v2.0/23.07.26.1242.csv,23.07.26.1242.csv,5c5c9f6e-555c-4ae2-a0c0-7e5eb84a92dd,360467,239164,6436.25,54.54545455,3e+01,10.0,0,First 11
Responder 228,Paramedic,First responder master registry v2.0/23.07.26.1346.csv,23.07.26.1346.csv,ec6c5444-8f8b-417d-a840-f1173d3a0296,376323,163983,13640.5,81.81818182,1e+01,0.0,0,First 11
Responder 229,Paramedic,First responder master registry v2.0/23.07.27.0840.csv,23.07.27.0840.csv,86c4cdb2-0073-43fb-b60a-dc13fa46a9ca,512085,335580,12138.75,72.72727273,0,18.2,9,First 11
Responder 230,Paramedic,First responder master registry v2.0/23.07.27.1034.csv,23.07.27.1034.csv,e1a418bf-114d-4b8e-b0a1-0a0ff144c0aa,345204,262585,7940.5,63.63636364,0,22.2,0,First 11
Responder 231,Paramedic,First responder master registry v2.0/23.07.27.1100.csv,23.07.27.1100.csv,401ce554-b556-4a10-88bb-424ed5c22ea8,508503,393562,20879.75,100.00000000,0,0.0,0,First 11
Responder 232,Paramedic,First responder master registry v2.0/23.07.27.1313.csv,23.07.27.1313.csv,6d681ea4-2632-4ede-a5d6-6e493c5ebd53,573081,356509,75346.0,72.72727273,9,9.1,9,First 11
Responder 233,Paramedic,First responder master registry v2.0/23.07.27.1334.csv,23.07.27.1334.csv,a62cdd57-739f-4f98-b0bd-45e7aced8b73,516590,401185,6412.5,90.90909091,0,9.1,0,First 11
Responder 234,Paramedic,First responder master registry v2.0/23.07.27.1354.csv,23.07.27.1354.csv,f9b3d74c-634d-40fc-9183-4c4bad4e7548,563436,452389,72479.75,72.72727273,2e+01,0.0,0,First 11
Responder 235,Paramedic,First responder master registry v2.0/23.07.27.1417.csv,23.07.27.1417.csv,83b96c70-e156-4c10-b463-800c5a468ec5,637304,429833,13135.5,81.81818182,9,0.0,9,First 11
Responder 236,Paramedic,First responder master registry v2.0/23.08.01.0744.csv,23.08.01.0744.csv,71a7d2ce-2dea-4bec-8348-028e74fcd092,398772,300246,5561.5,72.72727273,9,9.1,9,First 11
Responder 237,Paramedic,First responder master registry v2.0/23.08.01.0757.csv,23.08.01.0757.csv,4f66ee10-3104-44ec-8d31-9e1c2b33f36d,311872,226587,8485.0,90.90909091,9,0.0,0,First 11
Responder 238,Paramedic,First responder master registry v2.0/23.08.01.0942.csv,23.08.01.0942.csv,8f0e76c0-6ff2-4974-b0f7-3f416e22fa90,568123,275856,9179.25,72.72727273,0,27.3,0,First 11
Responder 239,Paramedic,First responder master registry v2.0/23.08.01.1000.csv,23.08.01.1000.csv,5e1e1072-2244-4473-996d-e2cb337b805b,381885,226370,8750.5,81.81818182,9,9.1,0,First 11
Responder 240,Paramedic,First responder master registry v2.0/23.08.01.1218.csv,23.08.01.1218.csv,e4b17764-a999-4733-b455-1968588effc8,663462,572806,98224.0,81.81818182,9,9.1,0,First 11
Responder 241,Paramedic,First responder master registry v2.0/23.08.01.1434.csv,23.08.01.1434.csv,1813599d-cfde-45f0-8555-428b57478ebb,421768,241960,7438.5,72.72727273,0,27.3,0,First 11
Responder 242,Paramedic,First responder master registry v2.0/23.08.01.1453.csv,23.08.01.1453.csv,18e1dec6-b780-4e77-a6b9-f608f2483e53,489084,463884,9229.25,81.81818182,0,18.2,0,First 11
Responder 243,Paramedic,First responder master registry v2.0/23.08.02.0802.csv,23.08.02.0802.csv,68f0ccd0-ecbc-4b90-b5d1-83d9517995b8,490780,343546,19774.5,90.90909091,0,0.0,9,First 11
Responder 244,EMT-Basic,First responder master registry v2.0/23.08.02.0821.csv,23.08.02.0821.csv,0b01cf49-87cc-4647-9f29-b8dff39dcd6c,614685,401670,12505.0,81.81818182,2e+01,0.0,0,First 11
Responder 245,Paramedic,First responder master registry v2.0/23.08.02.0950.csv,23.08.02.0950.csv,638950ca-b008-4b14-bd07-933e16e7d8e0,338475,231721,4352.75,81.81818182,2e+01,0.0,0,First 11
Responder 246,Paramedic,First responder master registry v2.0/23.08.02.1005.csv,23.08.02.1005.csv,983344e9-c2d0-46b5-a8ba-da6e37d04f1d,399473,299402,14699.0,54.54545455,3e+01,9.1,9,First 11
Responder 247,EMT-Basic,First responder master registry v2.0/23.08.02.1021.csv,23.08.02.1021.csv,dee5a112-91db-43bb-8564-dc4ce4195a88,461080,172277,4732.5,81.81818182,2e+01,0.0,0,First 11
Responder 248,Paramedic,First responder master registry v2.0/23.08.02.1227.csv,23.08.02.1227.csv,98bad4ce-f31e-40f1-898e-ed38755e0340,545157,323166,21021.25,81.81818182,0,18.2,0,First 11
Responder 249,Paramedic,First responder master registry v2.0/23.08.02.1248.csv,23.08.02.1248.csv,684d04c4-83c1-49b6-b798-ddd431438857,829580,763817,25677.75,81.81818182,9,9.1,0,First 11
Responder 250,EMT-Basic,First responder master registry v2.0/23.08.02.1316.csv,23.08.02.1316.csv,4a504e80-0232-4978-9a63-7e503e86c5e3,545593,337446,15982.75,90.90909091,0,9.1,0,First 11
Responder 251,Paramedic,First responder master registry v2.0/23.08.02.1335.csv,23.08.02.1335.csv,d45ac4ce-be32-424b-a50f-fa8007af4fed,348280,192113,10133.75,63.63636364,1e+01,10.0,1e+01,First 11
Responder 252,Paramedic,First responder master registry v2.0/23.08.03.0755r.csv,23.08.03.0755r.csv,ab1f8cd1-8d65-45da-b087-89b25ff46c66,775735,453779,17967.75,81.81818182,2e+01,0.0,0,First 11
Responder 253,EMT-Basic,First responder master registry v2.0/23.08.03.0824.csv,23.08.03.0824.csv,ed079161-e1ea-4682-9abb-d0b1736e3ee5,581028,243053,8205.0,81.81818182,9,9.1,0,First 11
Responder 254,Paramedic,First responder master registry v2.0/23.08.03.0857.csv,23.08.03.0857.csv,f2eb6809-d49f-4c3e-be62-91f1538ed437,501388,279953,53676.5,63.63636364,2e+01,18.2,0,First 11
Responder 255,EMT-Basic,First responder master registry v2.0/23.08.03.0952.csv,23.08.03.0952.csv,f3447210-99fa-4990-8c1b-747a1e916e79,405933,233974,10840.25,90.90909091,9,0.0,0,First 11
Responder 256,Paramedic,First responder master registry v2.0/23.08.03.1007.csv,23.08.03.1007.csv,84f8db6a-1993-493f-b6cb-609ac3b45107,324415,140984,7592.75,81.81818182,9,9.1,0,First 11
Responder 257,Paramedic,First responder master registry v2.0/23.08.03.1039.csv,23.08.03.1039.csv,93b9eeb6-e902-4466-a518-a992c61146f8,479821,422369,200854.0,54.54545455,2e+01,20.0,0,First 11
Responder 258,Paramedic,First responder master registry v2.0/23.08.03.1211.csv,23.08.03.1211.csv,c7587083-faff-4bca-b678-ae156bd4a3f0,399569,191829,14576.5,63.63636364,9,27.3,0,First 11
Responder 259,Paramedic,First responder master registry v2.0/23.08.03.1231.csv,23.08.03.1231.csv,716087c9-37c5-43b8-93ab-18339caefcd2,430473,248865,15555.75,72.72727273,0,18.2,9,First 11
Responder 260,Paramedic,First responder master registry v2.0/23.08.03.1404.csv,23.08.03.1404.csv,03b398c5-6fc8-459c-9662-ce1e0babe4b1,372595,252367,11384.75,81.81818182,9,0.0,9,First 11
Responder 261,Paramedic,First responder master registry v2.0/23.08.08.0748.csv,23.08.08.0748.csv,e8be80d7-4d11-430d-93b7-bc15e1bfb445,358227,247847,16098.75,45.45454545,3e+01,9.1,2e+01,First 11
Responder 262,Paramedic,First responder master registry v2.0/23.08.08.0804.csv,23.08.08.0804.csv,a3113d56-505e-40c1-8c39-09baacc82efa,415533,266655,48039.5,72.72727273,0,9.1,2e+01,First 11
Responder 263,Paramedic,First responder master registry v2.0/23.08.08.0927.csv,23.08.08.0927.csv,21577c78-0085-4962-a363-b88526e3c212,588254,481005,12714.75,81.81818182,2e+01,0.0,0,First 11
