ID,Group,session_uuid,TtTS,TtHC,MTfHCpP,MPAT
Responder 238,Paramedic,d605640c-fde5-412f-8d33-b9b2744172ab,368322,284826,2135.181818181818,85.0
Responder 239,Paramedic,d66b46ee-9057-43d6-8108-179b83820a37,317522,246570,3609.090909090909,79.16666666666667
Responder 240,EMT-Basic,d81f6dfd-3151-415f-a354-541240e7fbae,791540,559065,19787.545454545456,93.33333333333334
Responder 241,EM Resident,d8c6bf18-14e3-45f2-bfa1-9a904cb4b82b,461207,377263,20339.18181818182,95.0
Responder 242,Medical Student,d8e74818-ecc1-4f24-87aa-5dd9facfe20f,526568,0,0.0,0.0
Responder 243,Paramedic,d8fe95a5-c1fb-4239-8b42-12d28c35e111,437349,241982,4289.090909090909,90.0
Responder 244,EM Resident,daca96a3-b61d-4087-9747-cea6fd7e3a43,657124,557983,7384.818181818182,86.66666666666666
Responder 245,Paramedic,dcd4a197-ba73-4d2f-a2aa-8ff3206219b9,323610,228179,3509.909090909091,45.833333333333336
Responder 246,Paramedic,dd46bfb4-d2df-4b1c-923f-5f3568a14f29,616797,447354,3316.909090909091,62.5
Responder 247,Medical Student,dd601aee-8360-41f2-b89d-c37f3eb2c617,438380,167293,6896.0,70.0
Responder 248,Paramedic,de04bec3-9503-467c-9c49-675720c4bab0,808968,500944,7001.090909090909,93.33333333333334
Responder 249,EMT-Basic,dee5a112-91db-43bb-8564-dc4ce4195a88,461080,172277,1720.909090909091,83.33333333333334
Responder 250,Paramedic,deecd930-56c6-4679-87d8-7d6627631934,296631,136544,1447.5454545454545,83.33333333333334
Responder 251,Paramedic,dfa09c43-42f4-4cb5-8f74-381744e0d320,467770,304552,5810.727272727273,62.5
Responder 252,Paramedic,e072d31f-2592-4c7e-8709-3db1e111240c,569513,353617,2460.0,73.33333333333334
Responder 253,Paramedic,e0b7bea0-1cf9-42a8-a02c-e8699a962779,353868,220576,4091.818181818182,70.83333333333333
Responder 254,Paramedic,e1a418bf-114d-4b8e-b0a1-0a0ff144c0aa,345204,262585,2887.4545454545455,75.0
Responder 255,Paramedic,e1d845d3-9874-449b-83ef-6c649073a868,394724,292472,5706.181818181818,90.0
Responder 256,Paramedic,e2458ea2-71b5-4b84-bbfb-dff0a969c9d2,472722,215186,5481.545454545455,58.333333333333336
Responder 257,Medical Student,e249e6d4-c3d4-4e20-8fab-fa35fd59e871,698129,501539,17655.909090909092,75.0
Responder 258,Paramedic,e2ddf563-3583-404c-917a-8eb7bec38471,390906,201204,4147.181818181818,73.61111111111111
Responder 259,Paramedic,e2e599c8-8e48-487f-9f95-a0a382432ca5,419573,284356,13185.09090909091,66.66666666666667
Responder 260,EM Resident,e353eee2-a630-40cd-b931-a98b12edd9b6,532007,510905,31984.636363636364,66.66666666666667
Responder 261,Paramedic,e3c2b4c6-d8b7-4b64-8cd0-7ca0e622f9b5,518836,316099,2257.0,80.0
Responder 262,Paramedic,e4b17764-a999-4733-b455-1968588effc8,663462,572806,35717.818181818184,85.0
Responder 263,Paramedic,e8be80d7-4d11-430d-93b7-bc15e1bfb445,358227,247847,5854.090909090909,43.333333333333336
Responder 264,Paramedic,e8cb6ae0-6d68-410f-88fc-4adf30d8bfac,558044,319354,25812.636363636364,75.0
Responder 265,Paramedic,e96d123b-455b-4335-9278-988ff9ba8ecf,366120,173682,3939.5454545454545,65.0
Responder 266,Medical Student,eb641af4-13da-4e13-a5dd-02eb0e7e6c23,554604,495787,29235.636363636364,70.0
Responder 267,Paramedic,ec6c5444-8f8b-417d-a840-f1173d3a0296,376323,163983,4960.181818181818,75.0
Responder 268,EMT-Basic,ed079161-e1ea-4682-9abb-d0b1736e3ee5,581028,243053,2983.6363636363635,88.33333333333334
Responder 269,Paramedic,ee42b183-00b2-4bb9-89b9-0b38b73e69eb,469537,354575,5682.090909090909,83.33333333333333
Responder 270,Paramedic,ee694b2c-dad2-4b9a-acc9-4e025e1b299b,402915,375140,6500.090909090909,62.5
Responder 271,Paramedic,ee8a8276-1a9c-41fd-a793-a3eb6d337ff7,426221,308172,5158.363636363636,73.33333333333334
Responder 272,Paramedic,eecb1d19-1d05-4725-9289-eb02d601cdf3,577754,439108,3435.2727272727275,93.33333333333334
Responder 273,EMT-Basic,efed5e1c-4427-47df-8e3f-9e4714880169,352911,291526,3291.0,88.33333333333334
Responder 274,Medical Student,f02dc87e-8f04-4ddd-90fd-74dce1206bd6,373143,263296,4783.454545454545,100.0
Responder 275,Paramedic,f0a4acff-b70a-4577-a27e-df492cb9638d,244401,178378,3105.0,93.33333333333334
Responder 276,Paramedic,f1b2887d-8ed3-499e-8663-0fb9bd909fbc,425461,245561,2860.181818181818,73.33333333333334
Responder 277,Paramedic,f2eb6809-d49f-4c3e-be62-91f1538ed437,501388,279953,19518.727272727272,63.333333333333336
Responder 278,Paramedic,f3228193-b6dc-41fa-a2ab-1c5085046347,395870,237655,3179.818181818182,100.0
Responder 279,Paramedic,f33f702d-4b79-43d9-b980-42dc10c2b882,444039,349690,3854.909090909091,100.0
Responder 280,EMT-Basic,f3447210-99fa-4990-8c1b-747a1e916e79,405933,233974,3941.909090909091,90.0
Responder 281,Paramedic,f3cbb8a9-8d0c-48f0-ac0c-e379ac4d9411,470253,219611,5819.818181818182,45.833333333333336
Responder 282,Paramedic,f5dafd5d-461d-4440-9e3b-1b1c899df9e4,518564,308159,3856.181818181818,93.33333333333334
Responder 283,Paramedic,f68ce2b4-67dc-4829-89fc-cfe478391148,489748,391352,4677.181818181818,93.33333333333334
Responder 284,Paramedic,f7d9738a-35c1-4af0-8e98-5bf3a1cff310,446906,244813,905.0909090909091,65.0
Responder 285,Paramedic,f807c3e2-6cc7-4670-8488-4dd13431cc15,505411,338096,6367.636363636364,73.33333333333334
Responder 286,Paramedic,f80ef1e8-e0d1-4106-9f18-4024ff911e22,376258,347315,4347.0,75.0
Responder 287,Paramedic,f9b3d74c-634d-40fc-9183-4c4bad4e7548,563436,452389,26356.272727272728,58.333333333333336
Responder 288,Medical Student,fa155795-d519-45a5-89a4-0ee8c4ea756d,334522,0,0.0,0.0
Responder 289,Paramedic,fd1c7057-2c2d-4dec-9297-92ef0621c15e,369400,314867,2050.3636363636365,76.66666666666666
Responder 290,Paramedic,fdb4a6d9-72ef-4af7-bdd4-a05ba354a300,444616,309881,3307.5454545454545,68.33333333333334
Responder 291,Medical Student,fe077b96-8e52-4e1a-8ec7-e5c5f46e65c5,613228,387864,9778.818181818182,88.33333333333334
Responder 292,Medical Student,fe2602f0-e9e8-4913-8bf3-806852ce738a,548249,346500,9815.181818181818,55.55555555555555
Responder 293,Paramedic,ff97fc56-c803-4aa7-b419-35e0ac17d0b3,339859,202591,3480.6363636363635,100.0
Responder 294,Paramedic,ffecd29f-ebcd-45d2-9bc1-12adf56cfff8,558189,292312,16291.454545454546,90.0
